"REG_ANS","Razao_Social","total_despesas"
"411868",MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,9124362.63
"422959",PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,8699222.02
"342955",HSMED SAUDE LTDA,8567202.32
"344184",CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,8344319.74
"422487",VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA,8210296.98
"421723",HEALTH-MED SISTEMA DE SAUDE LTDA,7983387.98
"409405",ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,7818426.72
"423661",NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,7744749.35
"423629",AURORA SAÚDE LTDA,7482826.75
"407534",ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,6849265.70
"415910",CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,5714267.43
"382281",PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,5680227.38
"382639",ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,5197984.37
"421189",BENEFICENCIA SOCIAL BOM SAMARITANO,5125524.74
"420930",HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,4774483.66
"420816",ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,4740698.23
"408522",SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,4002884.64
"416428",SUL AMÉRICA SERVIÇOS DE SAÚDE S.A.,3892072.22
"415901",SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,3524781.64
"423408",PLANO SIGMA SAÚDE LTDA,3257294.89
"327328",CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.,2754002.00
"413267",PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,2679744.48
"324213",UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,2619277.75
"320838",UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS,2572695.48
"423181",BEMSTAR ASSISTENCIA MEDICA LTDA,2121506.56
"414689",FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,1922808.15
"423718",SUL DO PARÁ LTDA,1922489.20
"418072",CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A,1540063.76
"423432","ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",1326171.95
"409286",G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP,1200263.20
"304212",ON MED ASSISTÊNCIA MÉDICA LTDA,1027213.46
"316903",POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA,1012863.73
"422479",LIVRI OPERADORA DE PLANO DE SAÚDE LTDA,865659.27
"365645",DONA SAÚDE CLINICAS LTDA ,588619.33
"311057",UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,574201.82
"417491",PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,548956.56
"415898",SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE,546891.65
"423441",PLENUM ASSISTENCIA MEDICA  LTDA,437838.14
"415944",CLÍNICA SÃO GABRIEL S/S LTDA,305673.61
"422746",SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,296447.87
"423564",INFINITY SAÚDE SUPLEMENTAR LTDA,286590.21
"424048",VALE PLANOS DE SAÚDE LTDA,212738.24
"420841",INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA,161802.45
"341819",UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,153314.10
"424170",BLUZZ SAÚDE S/A,130196.05
"333239",SISTEMA PREVSAUDE DENTAL LTDA,59993.38
"344443",VIDAPLAN SAÚDE LTDA. ,23034.22
"417840",NOVODENTE S/A,4503.40
"423700",EVO SAUDE ASSISTENCIA MEDICA LTDA,3110.19
"324523",UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,2205.33
"422053",ASSOCIAÇÃO FCA SAÚDE,1992.07
"406414",ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.,1108.31
"423882",PLAMEDH PLANOS DE SAÚDE LTDA,2.00
"423921",FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA,2.00
"413551",PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA,1.00
"413283",AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,0.00
"414662",VIVENTERIS LTDA,0.00
"416657",CAIXA ASSISTENCIAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL,0.00
"322890",DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,0.00
"421561",BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,0.00
"421715",BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A,0.00
"421324",BENEVITAE ADMINISTRADORA DE BENEFÍCIOS LTDA,0.00
"423581",FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"422576",ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.,0.00
"422991",BAUEN LIFE LTDA.,0.00
"422401",BIT LIFE BENEFÍCIOS LTDA,0.00
"423548",TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,0.00
"417424",AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA,0.00
"417611",HEALTH ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"417769",ASSISTE ADMINISTRADORA DE BENEFÍCIOS LTDA,0.00
"334511",UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,0.00
"333689",MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,0.00
"418285",FUNDAÇÃO FIAT SAÚDE E BEM ESTAR,0.00
"314366",DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,0.00
"419281",ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,0.00
"419567",SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA,0.00
"420051",SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,0.00
"419257",BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.,0.00
"419133",POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS,0.00
"421146",NEXO - ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"423858",AMPLITUDE PLANOS DE SAUDE LTDA ,0.00
"424145",SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"424013",VCT PLANOS DE SAUDE LTDA,0.00
"416410",SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,0.00
"406481",METLIFE PLANOS ODONTOLÓGICOS LTDA.,0.00
"419991",OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME,0.00
"419982",ALPHA DENTAL PLANO DE SAUDE LTDA ME,0.00
"420301",INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME,0.00
"421120",EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.,0.00
"420255",ALTER ADMINISTRADORA DE BENEFICIOS S.A.,0.00
"403458",PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.,0.00
"405931",CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA,0.00
"384844",PREST ODONTO LTDA,0.00
"423491",ODONTOBRAS PLANOS ODONTOLOGICOS LTDA,0.00
"423742",VROCCHI WAY ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"424129",HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO,0.00
"423947",SMILES ODONTO LTDA.,0.00
"420280",POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"420778",PASSPORT SYSTEM ODONTOLOGIA LTDA,0.00
"423815",SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,0.00
"424161",PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.,0.00
"423670",HES PLANO DE SAUDE LTDA,0.00
"354686",UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA,0.00
"414557",IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME,0.00
"324710",SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.,0.00
"423220",CATEDRAL ADMINISTRADORA DE BENEFÍCIOS LTDA,0.00
"423122",H2U ADMINISTRADORA DE BENEFICIOS LTDA.,0.00
"421464",ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA,0.00
"359394",INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.,0.00
"421545","2B ODONTOLOGIA OPERADORA DE PLANOS ODONTOLÓGICOS LTDA",0.00
"353477",COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL,0.00
"333620",DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA,0.00
"422941",ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,0.00
"422878",RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"422975",DENTALMASTER LTDA,0.00
"314757",CENTRO ODONTOLOGICO INTEGRADO LTDA,0.00
"417874",BEM MAIS ODONTO OPERADORA ODONTOLÓGICA LTDA.,0.00
"417441",EV ADMINISTRADORA DE BENEFÍCIOS LTDA,0.00
"329967",MATTOS ODONTOLOGIA LTDA,0.00
"336874",ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS,0.00
"416835",MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA,0.00
"418161",JURAL ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"418340",INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.,0.00
"418048",MAIS VOCE ADMINISTRADORA DE BENEFICIOS LTDA,0.00
"339636",FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES,0.00
"312321",ODONTO JARAGUÁ LTDA,-31121.11
"407011",GAMA SAUDE LTDA.,-3341975.76
"393533",ASSOCIAÇÃO DO FISCO DE ALAGOAS,-6260098.76
